--------- beginning of main
03-03 07:01:51.590 W/auditd  (  335): type=2000 audit(0.0:1): initialized
--------- beginning of system
03-03 07:01:54.521 I/vold    (  338): Vold 3.0 (the awakening) firing up
03-03 07:01:54.521 V/vold    (  338): Detected support for: ext4 vfat
03-03 07:01:54.778 I/rmt_storage(  369): Shared memory initialised successfully.
12-22 08:47:26.697 D/audio_hw_primary(  487): adev_set_parameters: enter: screen_state=on
12-22 08:47:26.703 D/PhoneStatusBar( 3218): disable: < expand ICONS alerts SYSTEM_INFO back HOME RECENT clock SEARCH quick_settings >
12-22 08:47:26.705 E/native  (  878): do suspend false
12-22 08:47:26.706 D/WifiConfigStore(  878): No blacklist allowed without epno enabled
12-22 08:47:26.746 D/NfcService( 3691): Discovery configuration equal, not updating.
12-22 08:47:26.761 D/audio_hw_primary(  487): adev_set_parameters: enter: screen_state=off
12-22 08:47:26.765 W/art     ( 3948): Verification of com.google.android.apps.gsa.extradex.nowcards.b.a com.google.android.apps.gsa.extradex.nowcards.f.a(com.google.android.apps.gsa.extradex.nowcards.d.f) took 150.304ms
12-22 08:47:26.768 E/native  (  878): do suspend true
12-22 08:47:26.771 D/BrcmNfcJni( 3691): nfcManager_disableDiscovery: enter;
12-22 08:47:26.771 D/BrcmNfcJni( 3691): pn544InteropAbortNow
12-22 08:47:26.771 D/BrcmNfcJni( 3691): startRfDiscovery: is start=0
12-22 08:47:26.771 I/BrcmNfcNfa( 3691): NFA_StopRfDiscovery ()
12-22 08:47:26.771 I/BrcmNfcNfa( 3691): NFA got event 0x010F
12-22 08:47:26.771 I/BrcmNfcNfa( 3691): nfa_dm_evt_hdlr event: NFA_DM_API_STOP_RF_DISCOVERY_EVT (0x0f)
12-22 08:47:26.771 I/BrcmNfcNfa( 3691): nfa_dm_act_stop_rf_discovery ()
12-22 08:47:26.772 I/BrcmNfcNfa( 3691): nfa_dm_rf_deactivate () deactivate_type:0x0
12-22 08:47:26.772 I/BrcmNfcNfa( 3691): nfa_dm_disc_sm_execute (): state: DISCOVERY (1), event: DEACTIVATE_CMD(6) disc_flags: 0x2
12-22 08:47:26.772 I/BrcmNfcNfa( 3691): NFC_Deactivate 4 (IDLE) deactivate_type:0
12-22 08:47:26.772 D/NfcAdaptation( 3691): NfcAdaptation::HalWrite
12-22 08:47:26.772 D/NxpExtns( 3691): const CNfcParam* CNfcConfig::find(const char*) const found MIFARE_READER_ENABLE=(0x1)
12-22 08:47:26.772 D/NxpTml  ( 3691): PN54X - Write requested.....
12-22 08:47:26.772 D/NxpTml  ( 3691): PN54X - Invoking I2C Write.....
12-22 08:47:26.772 E/NxpTml  ( 3691): _i2c_write() errno : 5
12-22 08:47:26.772 E/NxpTml  ( 3691): PN54X - Error in I2C Write.....
12-22 08:47:26.773 D/NxpTml  ( 3691): PN54X - Posting Fresh Write message.....
12-22 08:47:26.773 D/NxpTml  ( 3691): PN54X - Tml Writer Thread Running................
12-22 08:47:26.773 E/NxpHal  ( 3691): write error status = 0x1ff
12-22 08:47:26.773 E/NxpHal  ( 3691): write_unlocked failed - PN54X Maybe in Standby Mode - Retry
12-22 08:47:26.774 D/NxpTml  ( 3691): PN54X - Write requested.....
12-22 08:47:26.774 D/NxpTml  ( 3691): PN54X - Invoking I2C Write.....
12-22 08:47:26.774 D/NxpNciX ( 3691): len =   4 > 21060100
12-22 08:47:26.774 D/NxpTml  ( 3691): PN54X - I2C Write successful.....
12-22 08:47:26.774 D/NxpTml  ( 3691): PN54X - Posting Fresh Write message.....
12-22 08:47:26.774 D/NxpTml  ( 3691): PN54X - Tml Writer Thread Running................
12-22 08:47:26.774 D/NxpHal  ( 3691): write successful status = 0x0
12-22 08:47:26.775 I/BrcmNfcNfa( 3691): nfa_dm_disc_sm_execute (): new state: DISCOVERY (1), disc_flags: 0x22
12-22 08:47:26.775 I/BrcmNfcNfa( 3691): nfa_sys_ptim_stop_timer 8a5f5b58
12-22 08:47:26.775 I/BrcmNfcNfa( 3691): ptim timer stop
12-22 08:47:26.775 I/BrcmNfcNfa( 3691): Stopped presence check timer (if started)
12-22 08:47:26.778 D/NxpTml  ( 3691): PN54X - I2C Read successful.....
12-22 08:47:26.778 D/NxpNciR ( 3691): len =   4 > 41060100
12-22 08:47:26.778 D/NxpTml  ( 3691): PN54X - Posting read message.....
12-22 08:47:26.779 D/NxpHal  ( 3691): read successful status = 0x0
12-22 08:47:26.779 D/NfcAdaptation( 3691): NfcAdaptation::HalDeviceContextDataCallback: len=4
12-22 08:47:26.779 I/BrcmNfcNfa( 3691): NFC received rsp gid:1
12-22 08:47:26.779 I/BrcmNfcNfa( 3691): P2P_Prio_Logic
12-22 08:47:26.779 I/BrcmNfcNfa( 3691): nfa_dm_p2p_prio_logic event_type = 0x1
12-22 08:47:26.779 I/BrcmNfcNfa( 3691): returning TRUE
12-22 08:47:26.779 I/BrcmNfcNfa( 3691): nfc_set_state 4 (IDLE)->4 (IDLE)
12-22 08:47:26.779 I/BrcmNfcNfa( 3691): nfa_dm_disc_data_cback ()
12-22 08:47:26.779 I/BrcmNfcNfa( 3691): nfa_dm_disc_discovery_cback (): event:0x4005
12-22 08:47:26.779 I/BrcmNfcNfa( 3691): nfa_dm_disc_sm_execute (): state: DISCOVERY (1), event: DEACTIVATE_RSP(7) disc_flags: 0x22
12-22 08:47:26.779 I/BrcmNfcNfa( 3691): nfa_dm_disc_new_state (): old_state: DISCOVERY (1), new_state: IDLE (0) disc_flags: 0x2
12-22 08:47:26.779 D/BrcmNfcJni( 3691): nfaConnectionCallback: event= 31
12-22 08:47:26.779 D/BrcmNfcJni( 3691): nfaConnectionCallback: NFA_RF_DISCOVERY_STOPPED_EVT: status = 0
12-22 08:47:26.780 I/BrcmNfcNfa( 3691): nfa_dm_start_rf_discover ()
12-22 08:47:26.780 I/BrcmNfcNfa( 3691): nfa_dm_disc_sm_execute (): new state: IDLE (0), disc_flags: 0x0
12-22 08:47:26.780 D/NxpTml  ( 3691): PN54X - Read requested.....
12-22 08:47:26.780 D/BrcmNfcJni( 3691): PeerToPeer::enableP2pListening: enter isEnable: 0  mIsP2pListening: 0
12-22 08:47:26.780 D/NxpTml  ( 3691): PN54X - Invoking I2C Read.....
12-22 08:47:26.780 D/BrcmNfcJni( 3691): PeerToPeer::enableP2pListening: exit; mIsP2pListening: 0
12-22 08:47:26.780 D/BrcmNfcJni( 3691): PowerSwitch::setModeOff(deactivated=0x1) : mCurrActivity=0x0
12-22 08:47:26.780 D/BrcmNfcJni( 3691): PowerSwitch::setLevel: level=PS-LOW-POWER (2)
12-22 08:47:26.780 D/BrcmNfcJni( 3691): PowerSwitch::setLevel: actual power level=PS-FULL
12-22 08:47:26.780 D/BrcmNfcJni( 3691): nfcManager_disableDiscovery: exit
12-22 08:47:26.828 W/InstanceID/Rpc( 3948): Found 10013
12-22 08:47:26.995 D/QcrilMsgTunnelSocket( 5179): readRilMessage: Buffer = [B@8cd3ab2 HexData = [010000000404000011000000514f454d484f4f4bef0308000100000002]
12-22 08:47:26.995 D/QcrilMsgTunnelSocket( 5179): Rcvd UNSOL response with 28 bytes data for SUB0
12-22 08:47:26.995 D/QcrilMsgTunnelSocket( 5179): Response ID 525295 is not served in this process.
12-22 08:47:26.995 D/QcrilMsgTunnelSocket( 5179): To broadcast an Intent via the notifier to external apps
12-22 08:47:26.995 D/QcrilMsgTunnelIfaceManager( 5179): handleMessage what = 0
12-22 08:47:26.995 D/QcrilMsgTunnelIfaceManager( 5179): Broadcasting intent ACTION_UNSOL_RESPONSE_OEM_HOOK_RAW
12-22 08:47:27.005 D/QcrilMsgTunnelSocket( 5179): readRilMessage: Buffer = [B@8cd3ab2 HexData = [010000000404000011000000514f454d484f4f4bfa0308000100000001]
12-22 08:47:27.005 D/QcrilMsgTunnelSocket( 5179): Rcvd UNSOL response with 28 bytes data for SUB0
12-22 08:47:27.006 D/QcrilMsgTunnelSocket( 5179): Response ID 525306 is not served in this process.
12-22 08:47:27.006 D/QcrilMsgTunnelSocket( 5179): To broadcast an Intent via the notifier to external apps
12-22 08:47:27.006 D/QcrilMsgTunnelIfaceManager( 5179): handleMessage what = 0
12-22 08:47:27.006 D/QcrilMsgTunnelIfaceManager( 5179): Broadcasting intent ACTION_UNSOL_RESPONSE_OEM_HOOK_RAW
12-22 08:47:27.042 D/GpsLocationProvider(  878): received SIM related action: 
12-22 08:47:27.044 D/GpsLocationProvider(  878): SIM MCC/MNC is available: 23210
12-22 08:47:27.044 D/GpsLocationProvider(  878): Reset GPS properties, previous size = 17
12-22 08:47:27.045 D/GpsLocationProvider(  878): GpsParamsResource: SUPL_HOST=supl.google.com
12-22 08:47:27.045 D/GpsLocationProvider(  878): GpsParamsResource: SUPL_PORT=7275
12-22 08:47:27.045 D/GpsLocationProvider(  878): GpsParamsResource: XTRA_SERVER_1=http://xtrapath1.izatcloud.net/xtra2.bin
12-22 08:47:27.045 D/GpsLocationProvider(  878): GpsParamsResource: XTRA_SERVER_2=http://xtrapath2.izatcloud.net/xtra2.bin
12-22 08:47:27.045 D/GpsLocationProvider(  878): GpsParamsResource: XTRA_SERVER_3=http://xtrapath3.izatcloud.net/xtra2.bin
12-22 08:47:27.045 D/GpsLocationProvider(  878): GpsParamsResource: NTP_SERVER=north-america.pool.ntp.org
12-22 08:47:27.045 D/GpsLocationProvider(  878): GpsParamsResource: SUPL_MODE=1
12-22 08:47:27.045 D/GpsLocationProvider(  878): GpsParamsResource: SUPL_VER=0x20000
12-22 08:47:27.045 D/GpsLocationProvider(  878): GpsParamsResource: LPP_PROFILE=0
12-22 08:47:27.045 D/GpsLocationProvider(  878): GpsParamsResource: NMEA_PROVIDER=0
12-22 08:47:27.045 D/GpsLocationProvider(  878): GpsParamsResource: A_GLONASS_POS_PROTOCOL_SELECT=0
12-22 08:47:27.045 D/GpsLocationProvider(  878): GpsParamsResource: ERR_ESTIMATE=0
12-22 08:47:27.045 D/GpsLocationProvider(  878): GpsParamsResource: INTERMEDIATE_POS=0
12-22 08:47:27.045 D/GpsLocationProvider(  878): GpsParamsResource: SUPL_ES=0
12-22 08:47:27.045 D/MccTable( 3753): updateMccMncConfiguration mccmnc='23210' fromServiceState=true
12-22 08:47:27.046 D/GpsLocationProvider(  878): GPS properties reloaded, size = 17
12-22 08:47:27.047 D/GpsLocationProvider(  878): GPS configuration:
12-22 08:47:27.047 D/GpsLocationProvider(  878):  #Tue Dec 22 08:47:27 GMT+01:00 2015
12-22 08:47:27.047 D/GpsLocationProvider(  878): SUPL_HOST=supl.google.com
12-22 08:47:27.047 D/GpsLocationProvider(  878): XTRA_SERVER_3=http\://xtrapath3.izatcloud.net/xtra2.bin
12-22 08:47:27.047 D/GpsLocationProvider(  878): XTRA_SERVER_1=http\://xtrapath1.izatcloud.net/xtra2.bin
12-22 08:47:27.047 D/GpsLocationProvider(  878): SUPL_PORT=7275
12-22 08:47:27.047 D/GpsLocationProvider(  878): DEBUG_LEVEL=2
12-22 08:47:27.047 D/GpsLocationProvider(  878): XTRA_SERVER_2=http\://xtrapath2.izatcloud.net/xtra2.bin
12-22 08:47:27.047 D/GpsLocationProvider(  878): SUPL_ES=0
12-22 08:47:27.047 D/GpsLocationProvider(  878): NMEA_PROVIDER=0
12-22 08:47:27.047 D/GpsLocationProvider(  878): CAPABILITIES=0x37
12-22 08:47:27.047 D/GpsLocationProvider(  878): SUPL_VER=0x20000
12-22 08:47:27.047 D/GpsLocationProvider(  878): XTRA_SERVER_QUERY=0
12-22 08:47:27.047 D/GpsLocationProvider(  878): ERR_ESTIMATE=0
12-22 08:47:27.047 D/GpsLocationProvider(  878): A_GLONASS_POS_PROTOCOL_SELECT=0
12-22 08:47:27.047 D/GpsLocationProvider(  878): INTERMEDIATE_POS=0
12-22 08:47:27.047 D/GpsLocationProvider(  878): LPP_PROFILE=0
12-22 08:47:27.047 D/GpsLocationProvider(  878): NTP_SERVER=north-america.pool.ntp.org
12-22 08:47:27.047 D/GpsLocationProvider(  878): SUPL_MODE=1
12-22 08:47:27.047 D/GpsLocationProvider(  878): final config = #Tue Dec 22 08:47:27 GMT+01:00 2015
12-22 08:47:27.047 D/GpsLocationProvider(  878): SUPL_HOST=supl.google.com
12-22 08:47:27.047 D/GpsLocationProvider(  878): XTRA_SERVER_3=http\://xtrapath3.izatcloud.net/xtra2.bin
12-22 08:47:27.047 D/GpsLocationProvider(  878): XTRA_SERVER_1=http\://xtrapath1.izatcloud.net/xtra2.bin
12-22 08:47:27.047 D/GpsLocationProvider(  878): SUPL_PORT=7275
12-22 08:47:27.047 D/GpsLocationProvider(  878): DEBUG_LEVEL=2
12-22 08:47:27.047 D/GpsLocationProvider(  878): XTRA_SERVER_2=http\://xtrapath2.izatcloud.net/xtra2.bin
12-22 08:47:27.047 D/GpsLocationProvider(  878): SUPL_ES=0
12-22 08:47:27.047 D/GpsLocationProvider(  878): NMEA_PROVIDER=0
12-22 08:47:27.047 D/GpsLocationProvider(  878): CAPABILITIES=0x37
12-22 08:47:27.047 D/GpsLocationProvider(  878): SUPL_VER=0x20000
12-22 08:47:27.047 D/GpsLocationProvider(  878): XTRA_SERVER_QUERY=0
12-22 08:47:27.047 D/GpsLocationProvider(  878): ERR_ESTIMATE=0
12-22 08:47:27.047 D/GpsLocationProvider(  878): A_GLONASS_POS_PROTOCOL_SELECT=0
12-22 08:47:27.047 D/GpsLocationProvider(  878): INTERMEDIATE_POS=0
12-22 08:47:27.047 D/GpsLocationProvider(  878): LPP_PROFILE=0
12-22 08:47:27.047 D/GpsLocationProvider(  878): NTP_SERVER=north-america.pool.ntp.org
12-22 08:47:27.047 D/GpsLocationProvider(  878): SUPL_MODE=1
12-22 08:47:27.050 D/MccTable( 3753): updateMccMncConfiguration defaultMccMnc=23210
12-22 08:47:27.050 D/MccTable( 3753): updateMccMncConfiguration: mcc=232, mnc=10
12-22 08:47:27.050 D/MccTable( 3753): WIFI_COUNTRY_CODE set to at
12-22 08:47:27.050 I/WifiService(  878): WifiService trying to set country code to at with persist set to true
12-22 08:47:27.053 D/AlarmManagerService(  878): Kernel timezone updated to -60 minutes west of GMT
12-22 08:47:27.059 D/AlarmManagerService(  878): Kernel timezone updated to -60 minutes west of GMT
12-22 08:47:27.078 I/Telephony( 3753): PstnIncomingCallNotifier: Unregistering: Handler (com.android.internal.telephony.gsm.GSMPhone) {c6b6a40}
12-22 08:47:27.079 W/Bugle   ( 5799): canonicalizeMccMnc: invalid mccmnc:null ,null
12-22 08:47:27.098 I/Telecom (  878): PhoneAccountRegistrar: [ComponentInfo{com.android.phone/com.android.services.telephony.TelephonyConnectionService}, [f08de8f3eba0f14b1ba6613457648ee7d06ea081], UserHandle{0}(icon: Icon(typ=BITMAP size=50x63) -> Icon(typ=BITMAP size=50x63))(lbl: 3 AT -> )(desc: 3 AT -> )]
12-22 08:47:27.107 D/MmsServiceBroker(  878): getCarrierConfigValues() by com.google.android.apps.messaging
12-22 08:47:27.108 D/MmsService( 3753): getCarrierConfigValues
12-22 08:47:27.108 I/MmsService( 3753): mms config for sub 1: Bundle[{httpSocketTimeout=60000, aliasMinChars=2, smsToMmsTextThreshold=-1, enableSMSDeliveryReports=true, maxMessageTextSize=-1, supportMmsContentDisposition=true, enabledTransID=false, aliasEnabled=false, supportHttpCharsetHeader=false, allowAttachAudio=true, smsToMmsTextLengthThreshold=-1, recipientLimit=2147483647, uaProfTagName=x-wap-profile, aliasMaxChars=48, maxImageHeight=480, enableMMSDeliveryReports=false, userAgent=, config_cellBroadcastAppLinks=true, maxSubjectLength=40, httpParams=, enableGroupMms=true, emailGatewayNumber=, maxMessageSize=307200, naiSuffix=, enableMMSReadReports=false, maxImageWidth=640, uaProfUrl=, enabledMMS=true, enabledNotifyWapMMSC=false, sendMultipartSmsAsSeparateMessages=false, enableMultipartSMS=true}]
12-22 08:47:27.109 I/Bugle   ( 5799): Carrier configs loaded: Bundle[{httpSocketTimeout=60000, aliasMinChars=2, smsToMmsTextThreshold=-1, enableSMSDeliveryReports=true, maxMessageTextSize=-1, supportMmsContentDisposition=true, enabledTransID=false, aliasEnabled=false, supportHttpCharsetHeader=false, allowAttachAudio=true, smsToMmsTextLengthThreshold=-1, recipientLimit=2147483647, groupChatDefaultsToMMS=false, uaProfTagName=x-wap-profile, aliasMaxChars=48, maxImageHeight=480, enableMMSDeliveryReports=false, userAgent=, config_cellBroadcastAppLinks=true, maxSubjectLength=40, httpParams=, enableGroupMms=true, emailGatewayNumber=, maxMessageSize=307200, naiSuffix=, enableMMSReadReports=false, maxImageWidth=640, uaProfUrl=, enabledMMS=true, enabledNotifyWapMMSC=false, sendMultipartSmsAsSeparateMessages=false, enableMultipartSMS=true}] from resources+system for subId=1
12-22 08:47:27.111 I/Telecom (  878): : Sending phone-account intent as user
12-22 08:47:27.112 I/Telephony( 3753): AccountEntry: Registered phoneAccount: [[ ] PhoneAccount: ComponentInfo{com.android.phone/com.android.services.telephony.TelephonyConnectionService}, [f08de8f3eba0f14b1ba6613457648ee7d06ea081], UserHandle{0} Capabilities: 54 Schemes: tel voicemail ] with handle: ComponentInfo{com.android.phone/com.android.services.telephony.TelephonyConnectionService}, [f08de8f3eba0f14b1ba6613457648ee7d06ea081], UserHandle{0}
12-22 08:47:27.112 I/Telephony( 3753): PstnIncomingCallNotifier: Registering: Handler (com.android.internal.telephony.gsm.GSMPhone) {c6b6a40}
12-22 08:47:27.120 W/Telecom (  878): : No account found for the calling user
12-22 08:47:27.121 I/Telephony( 3753): PstnIncomingCallNotifier: Unregistering: Handler (com.android.internal.telephony.gsm.GSMPhone) {c6b6a40}
12-22 08:47:27.121 I/MmsService( 3753): MmsConfigManager loads in background mcc/mnc: 232/10
12-22 08:47:27.142 I/Telecom (  878): PhoneAccountRegistrar: [ComponentInfo{com.android.phone/com.android.services.telephony.TelephonyConnectionService}, [f08de8f3eba0f14b1ba6613457648ee7d06ea081], UserHandle{0}(icon: Icon(typ=BITMAP size=50x63) -> Icon(typ=BITMAP size=50x63))]
12-22 08:47:27.149 I/Telecom (  878): : Sending phone-account intent as user
12-22 08:47:27.151 I/Telephony( 3753): AccountEntry: Registered phoneAccount: [[ ] PhoneAccount: ComponentInfo{com.android.phone/com.android.services.telephony.TelephonyConnectionService}, [f08de8f3eba0f14b1ba6613457648ee7d06ea081], UserHandle{0} Capabilities: 54 Schemes: tel voicemail ] with handle: ComponentInfo{com.android.phone/com.android.services.telephony.TelephonyConnectionService}, [f08de8f3eba0f14b1ba6613457648ee7d06ea081], UserHandle{0}
12-22 08:47:27.151 I/Telephony( 3753): PstnIncomingCallNotifier: Registering: Handler (com.android.internal.telephony.gsm.GSMPhone) {c6b6a40}
12-22 08:47:27.155 W/Telecom (  878): : No account found for the calling user
12-22 08:47:27.202 W/VideoCapabilities( 5849): Unrecognized profile 2130706433 for video/avc
12-22 08:47:27.204 W/VideoCapabilities( 5849): Unrecognized profile 2130706433 for video/avc
12-22 08:47:27.255 W/VideoCapabilities( 5849): Unrecognized profile 2130706433 for video/avc
12-22 08:47:27.283 D/QcrilMsgTunnelSocket( 5179): readRilMessage: Buffer = [B@8cd3ab2 HexData = [010000000404000011000000514f454d484f4f4bef0308000100000002]
12-22 08:47:27.283 D/QcrilMsgTunnelSocket( 5179): Rcvd UNSOL response with 28 bytes data for SUB0
12-22 08:47:27.283 D/QcrilMsgTunnelSocket( 5179): Response ID 525295 is not served in this process.
12-22 08:47:27.283 D/QcrilMsgTunnelSocket( 5179): To broadcast an Intent via the notifier to external apps
12-22 08:47:27.283 D/QcrilMsgTunnelIfaceManager( 5179): handleMessage what = 0
12-22 08:47:27.283 D/QcrilMsgTunnelIfaceManager( 5179): Broadcasting intent ACTION_UNSOL_RESPONSE_OEM_HOOK_RAW
12-22 08:47:27.354 I/BroadcastQueue(  878): Resuming delayed broadcast
12-22 08:47:27.366 I/ActivityManager(  878): Start proc 6064:com.google.android.gm/u0a69 for broadcast com.google.android.gm/.GoogleMailDeviceStartupReceiver
12-22 08:47:27.397 I/Telecom (  878): PhoneAccountRegistrar: [ComponentInfo{com.android.phone/com.android.services.telephony.TelephonyConnectionService}, [f08de8f3eba0f14b1ba6613457648ee7d06ea081], UserHandle{0}(icon: Icon(typ=BITMAP size=50x63) -> Icon(typ=BITMAP size=50x63))]
12-22 08:47:27.407 I/Telecom (  878): : Sending phone-account intent as user
12-22 08:47:27.411 I/Telecom (  878): PhoneAccountRegistrar: [ComponentInfo{com.android.phone/com.android.services.telephony.TelephonyConnectionService}, [f08de8f3eba0f14b1ba6613457648ee7d06ea081], UserHandle{0}(icon: Icon(typ=BITMAP size=50x63) -> Icon(typ=BITMAP size=50x63))]
12-22 08:47:27.417 I/Telecom (  878): : Sending phone-account intent as user
12-22 08:47:27.435 D/QcrilMsgTunnelSocket( 5179): readRilMessage: Buffer = [B@8cd3ab2 HexData = [010000000404000011000000514f454d484f4f4bef0308000100000002]
12-22 08:47:27.435 D/QcrilMsgTunnelSocket( 5179): Rcvd UNSOL response with 28 bytes data for SUB0
12-22 08:47:27.435 D/QcrilMsgTunnelSocket( 5179): Response ID 525295 is not served in this process.
12-22 08:47:27.435 D/QcrilMsgTunnelSocket( 5179): To broadcast an Intent via the notifier to external apps
12-22 08:47:27.448 D/QcrilMsgTunnelIfaceManager( 5179): handleMessage what = 0
12-22 08:47:27.448 D/QcrilMsgTunnelIfaceManager( 5179): Broadcasting intent ACTION_UNSOL_RESPONSE_OEM_HOOK_RAW
12-22 08:47:27.470 W/System  ( 6064): ClassLoader referenced unknown path: /data/app/com.google.android.gm-1/lib/arm64
